country,description,designation,points,price,province,region_1,region_2,taster_name,taster_twitter_handle,title,variety,winery
Italy,forest floor menthol espresso cranberry press violet aromas take shape glass lean linear palate show dry sour cherry licorice coffee bean alongside assertive closegrained tannins even though tannins still firm drink sooner rather later capture remain fruit ,Dono Riserva,88,30.0,Tuscany,Morellino di Scansano,,Kerin O’Keefe,@kerinokeefe,Serpaia di Endrizzi 2010 Dono Riserva  (Morellino di Scansano),Sangiovese,Serpaia di Endrizzi
US,blend 20 five redbordeaux varieties show grapy plummy flavor thats juicy soft palate core tobacco tar graphite complement fruity savory end simply elegantly ,Intreccio Library Selection,88,75.0,California,Napa Valley,Napa,Virginie Boone,@vboone,Soquel Vineyards 2013 Intreccio Library Selection Red (Napa Valley),Bordeaux-style Red Blend,Soquel Vineyards
US,fresh apple lemon pear flavor accent hint smoke nut bold fullbodied pinot gris rich bite creamy mouthfeel yet balance briskly satisfy white wide pair appeal drink 2019 ,,88,18.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Ventosa 2015 Pinot Gris (Finger Lakes),Pinot Gris,Ventosa
US,dusty mineral smoke strike flint lend savory tone lean lightbodied riesling dry style palate offer delicately concentrate flavor red apple nectarine set tangerine acidity drink 2021 ,Red Oak Vineyard,87,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2014 Red Oak Vineyard Riesling (Finger Lakes),Riesling,Lamoreaux Landing
US,intensely smoky tone strike flint ash extend throughout otherwise bright nimble riesling palate boast freshly press apple pear flavor accentuate zippy lemonlime acidity drink 2021 ,Yellow Dog Vineyard,87,20.0,New York,Finger Lakes,Finger Lakes,Anna Lee C. Iijima,,Lamoreaux Landing 2014 Yellow Dog Vineyard Riesling (Finger Lakes),Riesling,Lamoreaux Landing
Chile,bright nose green apple citric aromas come mild oak acidic racy composition roundness along edge palate apple nectarine flavor lightly oaked salty hold form highacid finish ,Single Vineyard Falaris Hill,87,18.0,Leyda Valley,,,Michael Schachner,@wineschach,Leyda 2015 Single Vineyard Falaris Hill Chardonnay (Leyda Valley),Chardonnay,Leyda
Italy,make 65 sangiovese 20 merlot 15 cabernet sauvignon subtle aromas blackskinned fruit thyme easygoing palate deliver black cherry cinnamon alongside smooth tannins ,Nativo,87,16.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Madonna Alta 2014 Nativo Red (Toscana),Red Blend,Madonna Alta
Italy,make predominantly trebbiano malvasia along pinot bianco pinot grigio riesling renano invite aromas ripe orchard fruit citrus round fruity palate doles ripe apricot orange zest juicy pineapple ,Villa Antinori,87,14.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Marchesi Antinori 2015 Villa Antinori White (Toscana),White Blend,Marchesi Antinori
Italy,blend cabernet sauvignon merlot cabernet franc sangiovese pleasant red aromas darkskinned fruit toast whiff espresso lightbodied straightforward palate offer cherry red currant hint light spice alongside zesty acidity polish tannins ,Castiglioni,87,30.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Marchesi de' Frescobaldi 2014 Castiglioni Red (Toscana),Red Blend,Marchesi de' Frescobaldi
Italy,aromas yellow stone fruit white spring flower whiff citrus lift glass soft round palate offer ripe apricot yellow peach hint candy nectarine zest ,Ammiraglia Massovivo,87,18.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Marchesi de' Frescobaldi 2015 Ammiraglia Massovivo Vermentino (Toscana),Vermentino,Marchesi de' Frescobaldi
US,lot spearmint coyote mint hot licorice ginger snap dr pepper spice strawberry fruit wine provide herbal take grape oregano marjoram thyme dill make show sip backbone sweet cherry blackberry fruit finish cedar ,J.D. Hurley,87,26.0,California,Santa Clara Valley,Central Coast,Matt Kettmann,@mattkettmann,Martin Ranch 2014 J.D. Hurley Zinfandel (Santa Clara Valley),Zinfandel,Martin Ranch
Italy,easydrinking blend merlot sangiovese cabernet sauvignon open aromas red berry toast herb roast coffee bean soft palate offer black cherry mocha hint coffee alongside bright acidity silky tannins drink ,Le Volte,87,30.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Ornellaia 2014 Le Volte Red (Toscana),Red Blend,Ornellaia
France,produce cru vines base mount brouilly wine structure well ripe blackplum fruit generous fruit well balance acidity solid tannins win ready drink ,Les Quartelets,87,23.0,Beaujolais,Brouilly,,Roger Voss,@vossroger,Pardon et Fils 2015 Les Quartelets  (Brouilly),Gamay,Pardon et Fils
US,100 varietal wine open heady aroma leather pouch cleave marshmallow herbaceous tannic beg time bottle substantial swirl glass ,Wolff Vineyard,87,85.0,California,Yountville,Napa,Virginie Boone,@vboone,Piña 2013 Wolff Vineyard Cabernet Sauvignon (Yountville),Cabernet Sauvignon,Piña
Italy,make 90 merlot 10 alicante easygoing red open delicate aromas suggest red currant bake spice straightforward palate deliver red plum cleave alongside soft tannins enjoy soon ,Semifonte,87,15.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Podere Ciona 2014 Semifonte Red (Toscana),Red Blend,Podere Ciona
Italy,make vermentino malvasia di candia aromatica petit manseng easydrinking white aromas fragrant white wild flower citrus white stone fruit ripe round palate offer apricot lime hint saline ,Poetico,87,19.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Poggioventoso 2015 Poetico White (Toscana),White Blend,Poggioventoso
US,tar dry meat olallieberry sharp cedar aromas show blend 51 cabernet sauvignon 49 merlot dry strawberries plums mix thyme dry rise petals palate ,BDX,87,18.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Pull 2012 BDX Red (Paso Robles),Bordeaux-style Red Blend,Pull
US,poach pears yellow apples touch butter show classic nose chardonnay hold steely frame sharp acidity kick sip pink lady apples warm vanilla surround tight minerality sharp slightly sweet ,,87,18.0,California,Paso Robles,Central Coast,Matt Kettmann,@mattkettmann,Pull 2013 Chardonnay (Paso Robles),Chardonnay,Pull
US,distinctive nose bottle tight yet tropical mango pineapple pear skin orange rinds dry lime peel ginlike juniper converge palate offer balance tightly weave texture ripe tropicality lime rinds mango petrol touch ,Camp 4 Vineyard,87,25.0,California,Santa Ynez Valley,Central Coast,Matt Kettmann,@mattkettmann,R2 2013 Camp 4 Vineyard Grenache Blanc (Santa Ynez Valley),Grenache Blanc,R2
US,bake red cherry crush cleave iron rise petals make standard aromas bottle although fairly light simple sizzle acitity palate juicy strawberry olallieberry flavor easy enjoy make complex graphite cedar touch ,Estate,87,44.0,California,Central Coast,,Matt Kettmann,@mattkettmann,Rideau 2014 Estate Syrah,Syrah,Rideau
Italy,blend 50 cabernet sauvignon 30 merlot 20 sangiovese offer aromas black currant caramel mocha dense palate deliver toast leather cedar alongside teethcoating tannins grip finish ,Toscano,87,80.0,Tuscany,Toscana,,Kerin O’Keefe,@kerinokeefe,Tenuta Forconi 2013 Toscano Red (Toscana),Red Blend,Tenuta Forconi
France,mediumgold color complex invite nose layer strong earthy minerality vibrant bright fruit intrigue note petrol honey palate racy taut focus full well define ripe succulent citrus stone fruit rich viscous texture perfectly balance win crispness almost steely minerality long juicy linger finish ,Schoenenbourg Grand Cru Vendanges Tardives,92,80.0,Alsace,Alsace,,,,Dopff & Irion 2004 Schoenenbourg Grand Cru Vendanges Tardives Riesling (Alsace),Riesling,Dopff & Irion
Italy,slightly backward particularly give vintage wine complex nose plenty dark fruit turkish delight smoke meat earth full rich palate slightly soft begin run steam little mid palate return flourish finish long nuanced repay 5 years cellaring ,Bricco Rocche Prapó,92,70.0,Piedmont,Barolo,,,,Ceretto 2003 Bricco Rocche Prapó  (Barolo),Nebbiolo,Ceretto
US,vineyard one better chardonnay source alexander valley fine vintage lend ripe pineapple pear key lime pie mandarin orange flavor wine lot toasty new oak add butter toast vanilla wood influence balance classic burgundianstyle california chardonnay rich opulent ,Stuhlmuller Vineyard,92,36.0,California,Alexander Valley,Sonoma,,,Matrix 2007 Stuhlmuller Vineyard Chardonnay (Alexander Valley),Chardonnay,Matrix
US,define rockpile zinfandel intensity fruit high alcohol keep volume red win world like fully dry potent flavor bake blackberry blackcurrants cola peppery spice tannins huge negotiable demand richest grill meats cheese ,Rockpile Cemetary Vineyard,92,39.0,California,Rockpile,Sonoma,,,Mauritson 2007 Rockpile Cemetary Vineyard Zinfandel (Rockpile),Zinfandel,Mauritson
Australia,blend roughly twothirds shiraz onethird cabernet result combine berry cassis generosity structure frame toasty oak savory character long dusty finish drink now2018 ,Parson's Flat,92,40.0,South Australia,Padthaway,,Joe Czerwinski,@JoeCz,Henry's Drive Vignerons 2006 Parson's Flat Shiraz-Cabernet Sauvignon (Padthaway),Shiraz-Cabernet Sauvignon,Henry's Drive Vignerons
US,sophisticate wine mostly cabernet sauvignon account firm tannins dense structure well blackberry blackcurrants smaller amount merlot cabernet franc add cherries violets oak contribute smoky complexities rich elegant wine provide lovely drink ,,92,45.0,California,Napa Valley,Napa,,,Silverado 2006 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Silverado
South Africa,etienne le riche total cabernet specialist tiny production 5000 case across win boutique best sense reserve cabernets course star 2003 fruit wood drive powerful still elegant wine black plums tannins superripe fruit ,Cabernet Sauvignon Reserve,91,45.0,Stellenbosch,,,Roger Voss,@vossroger,Le Riche 2003 Cabernet Sauvignon Reserve Cabernet Sauvignon (Stellenbosch),Cabernet Sauvignon,Le Riche
France,midgold color pronounce entice aromas ripe citrus stone fruit layer honey floral note touch sweet spice rich creamy texture pack sweet ripe juicy fruit honey spice twist sage offdry deliciously smooth fresh acidity mediumbody elegant wine long creamy spicy finish ,Vendages Tardives,91,48.0,Alsace,Alsace,,,,Pierre Sparr 2007 Vendages Tardives Gewurztraminer (Alsace),Gewürztraminer,Pierre Sparr
France,attractive midgold color intense aromas ripe citrus stone fruit strong minerality hint spice racy crisp acidity juicy rich smooth texture lot concentrate bright flavor blood orange peach apricot mango spice strong minerality follow long precise juicy finish ,Alsace One,91,13.0,Alsace,Alsace,,,,Pierre Sparr 2008 Alsace One White (Alsace),White Blend,Pierre Sparr
France,compel minerality nose refine focus floral aromas ample ripe stone fruit hint petrol racy acidity lovely taut palate generous layer juicy ripe peach apricot nectarine strong minerality prevail across palate lead linger finish balance ,,91,17.0,Alsace,Alsace,,,,Kuentz-Bas 2008 Pinot Blanc (Alsace),Pinot Blanc,Kuentz-Bas
South Africa,big black bruiser wine black olive flavor aromas plenty beyond raspberry mulberry vanilla spice vie nose palate dark it´s tough discern plum leather flavor give three years reap benefit ,Philosophers' Stone,91,25.0,Stellenbosch,,,,,Camberley 2004 Philosophers' Stone Red (Stellenbosch),Bordeaux-style Red Blend,Camberley
Italy,first quite mute subdue ten minute period develop beautifully glass dark fruit still dominant begin show interest tertiary aromas earth mushroom leather well balance medium finish need years enjoy good deal pleasure ,Bricco Rocche Brunate,91,70.0,Piedmont,Barolo,,,,Ceretto 2003 Bricco Rocche Brunate  (Barolo),Nebbiolo,Ceretto
France,attractive midgold color compel layer tangy citrus stone fruit aromas note honey earthy minerality intense flavor honey tangy orange citrus sweet peach apricot rich juicy crisp acidity provide perfect balance slight sweetness finish taut focus ,Gentil,91,20.0,Alsace,Alsace,,,,Dopff & Irion 2008 Gentil White (Alsace),Alsace white blend,Dopff & Irion
South Africa,cabernetdominated 98 wine boast dense concentrate tannic structure flavor cassis underly wood spice contribute ribbon flavor impressive wine flagship red estate found spatz sperling 30 years ago ,Grand Reserve,91,30.0,Simonsberg-Stellenbosch,,,Roger Voss,@vossroger,Delheim 2001 Grand Reserve Cabernet Sauvignon (Simonsberg-Stellenbosch),Cabernet Sauvignon,Delheim
Italy,einaudis win improve lately barolo impressive give try condition vintage big rich fat smoke meat good dose oak wine one didnt peter early stay palate end culminate nice easy finish ,,91,68.0,Piedmont,Barolo,,,,Poderi Luigi Einaudi 2003  Barolo,Nebbiolo,Poderi Luigi Einaudi
US,give young cab time cellar come around right fresh tannic primary fruit blackberry cherry flavor sweet smoky oak hasnt integrate knit together next 46 years least ,,91,78.0,California,Napa Valley,Napa,,,Clark-Clauden 2007 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Clark-Clauden
Italy,color begin show sign brown edge wine still fresh vibrant nose complex show licorice summer fruit caramel roses palate soft pleasant lack concentration peak drink well years ,Sorano,91,60.0,Piedmont,Barolo,,,,Giacomo Ascheri 2001 Sorano  (Barolo),Nebbiolo,Giacomo Ascheri
France,win black cherry plum flavor veer dangerously toward prune—no doubt product exceedingly hot summer creamy supple texture add enough tobacco vanilla smoke complexity fruit ripen finish great elegance precision drink now–2020 import acadia import ,,91,50.0,Bordeaux,Saint-Émilion,,Joe Czerwinski,@JoeCz,Lassègue 2003  Saint-Émilion,Bordeaux-style Red Blend,Lassègue
South Africa,great chenin blanc wood ferment still leave varietal character rich creamy almond flavor silky smooth keep essential acidity grape add spice vanilla ,Hope Marguerite,90,25.0,Walker Bay,,,Roger Voss,@vossroger,Beaumont 2005 Hope Marguerite Chenin Blanc (Walker Bay),Chenin Blanc,Beaumont
France,midgold color mineral drive subtle aromas bruise apple stone fruit compote crisp fairly taut palate show strong minerality ripe flavor red apple cantaloupe sweet nectarine spice taut precise texture long slightly austere finish ,Crustacés,90,10.0,Alsace,Alsace,,,,Dopff & Irion 2008 Crustacés White (Alsace),Alsace white blend,Dopff & Irion
France,beautiful deep gold color intense concentrate nose vibrant aromas honey citrus marmalade savory botrytis note deliciously sweet succulent yet balance good acidity pack flavor sweet ultraripe stone tropical fruit honey botrytis note follow strong minerality prevail long complex finish ,Cuvée Jerémy Sélection de Grains Nobles,90,112.0,Alsace,Alsace,,,,Kuentz-Bas 2007 Cuvée Jerémy Sélection de Grains Nobles Pinot Gris (Alsace),Pinot Gris,Kuentz-Bas
Italy,big fat luscious wine plenty toasty oak dark jammy fruit spice palate show lushness fruit front center surprise length delicious rather hefty effort short finesse long flavor ,Costa Bruna,90,26.0,Piedmont,Barbera d'Alba,,,,Poderi Colla 2005 Costa Bruna  (Barbera d'Alba),Barbera,Poderi Colla
Italy,one complex win 2003 vintage nose aromas blackberry liquer smoke meat truffle road tar palate fruit seem little heavier roast still meld well earthy mushroomy flavor medium finish ,Vigna dei Pola,90,45.0,Piedmont,Barolo,,,,Giacomo Ascheri 2003 Vigna dei Pola  (Barolo),Nebbiolo,Giacomo Ascheri
US,beautiful wine sleek crisp ultradry refine flavor petrol white peach kaffir lime apricot skin minerals acidity high palatecleansing wine half ferment barrel half stainless steel sommeliers buy case find ,,90,17.0,California,Santa Lucia Highlands,Central Coast,,,Banyan 2007 Riesling (Santa Lucia Highlands),Riesling,Banyan
France,rich gold color broad layer aromas ripe fruit hint sweet smoke brown sugar honey savory earthy minerality fullbodied bone dry richly textured crisp acidity wide palette flavor ripe stone fruit creamy savory earthiness sage balsamic kick finish long length slightly warm linger savory mineral finish ,Hunawihr Clos Windsbuhl,90,84.0,Alsace,Alsace,,,,Domaine Zind-Humbrecht 2007 Hunawihr Clos Windsbuhl Pinot Gris (Alsace),Pinot Gris,Domaine Zind-Humbrecht
